medcodeid	observations	originalreadcode	cleansedreadcode	term	snomedctconceptid	snomedctdescriptionid	emiscodecategoryid
254659013	3000	26E2	26E2.00	O/E-breast lump-nipple/central	163467001	254659013	27
254660015	2000	26E3	26E3.00	O/E-breast lump-upper in-quad	163468006	254660015	27
254661016	1000	26E4	26E4.00	O/E -breast lump-lower in-quad	163469003	254661016	27
254662011	5000	26E5	26E5.00	O/E-breast lump-upper out-quad	163470002	254662011	27
254663018	1000	26E6	26E6.00	O/E-breast lump-lower out-quad	163471003	254663018	27
254664012	2000	26E7	26E7.00	O/E-breast lump- axillary tail	163472005	254664012	27
254665013	1000	26EZ	26EZ.00	O/E - breast lump palpated NOS	268951004	402492015	27
254666014	3000	26F	26F..00	O/E - breast lump size	163474006	254666014	27
254667017	4000	26F1	26F1.00	O/E - breast lump - pea size	163475007	254667017	27
254668010	2000	26F2	26F2.00	O/E - breast lump - plum size	163476008	254668010	27
254669019	100	26F3	26F3.00	O/E-breast lump-tangerine size	163477004	254669019	27
254670018	40	26F4	26F4.00	O/E - breast lump-orange size	163478009	254670018	27
254673016	400	26FZ	26FZ.00	O/E - breast lump size NOS	163474006	254666014	27
254674010	1000	26G	26G..00	O/E - breast lump consistency	163482006	254674010	27
254676012	1000	26G1	26G1.00	O/E - breast lump soft	163483001	254676012	27
254677015	8000	26G2	26G2.00	O/E - breast lump cystic	163484007	254677015	27
254678013	2000	26G3	26G3.00	O/E - breast lump hard	163485008	254678013	27
254679017	300	26GZ	26GZ.00	O/E - breast lump consist. NOS	163482006	254674010	27
254680019	200	26H	26H..00	O/E - breast lump regularity	163487000	254680019	27
254681015	2000	26H1	26H1.00	O/E - breast lump smooth	163488005	254681015	27
254682010	700	26H2	26H2.00	O/E - breast lump irregular	163489002	254682010	27
254683017	90	26HZ	26HZ.00	O/E-breast lump regularity NOS	163487000	254680019	27
254684011	600	26I	26I..00	O/E - breast lump tethering	163491005	254684011	27
254685012	2000	26I1	26I1.00	O/E - breast lump not tethered	163492003	254685012	27
254686013	300	26I2	26I2.00	O/E -breast lump fixed to skin	163493008	254686013	27
254687016	100	26I3	26I3.00	O/E - breast lump fixed deep	163494002	254687016	27
254688014	90	26IZ	26IZ.00	O/E - breast lump tethered NOS	163491005	254684011	27
254808014	20000	282	282..00	O/E - fit/convulsion	163588007	254808014	27
254809018	30000	282-3	282..13	O/E - a seizure	163588007	254809018	27
254811010	5000	282-2	282..12	O/E - a fit	163588007	254811010	27
254814019	3000	2823	2823.00	O/E - petit mal fit	163591007	254814019	27
254821019	60000	2827	2827.00	O/E - febrile convulsion	163595003	254821019	27
254823016	3000	282Z	282Z.00	O/E - fit/convulsion NOS	163588007	254808014	27
254827015	4000	2832-2	2832.12	O/E - weakness	163600007	254827015	27
254882012	30000	293	293..00	O/E - muscle mass	163636005	254882012	27
254893014	200	293Z	293Z.00	O/E - muscle mass NOS	163636005	254882012	27
254908010	2000	2948	2948.00	O/E - muscle tone spastic	163650000	254908010	27
254940014	60	2983	2983.00	O/E - paraplegic in flexion	163677009	254940014	27
254949010	300	2992-1	2992.11	O/E - spastic gait	163685000	254949010	27
254959011	100000	2998	2998.00	O/E - limping gait	163691003	254959011	27
255196012	200	2AF2	2AF2.00	On examination - defaecation reflex abnormal - constipated	163890000	2667521015	27
255250014	6000	2B48	2B48.00	O/E - dysarthria	163925000	255250014	27
255354015	7000	2BC2	2BC2.00	O/E - hemianopia	164003004	255354015	27
255355019	2000	2BC3	2BC3.00	O/E - homonymous hemianopia	164004005	255355019	27
255528012	200000	2C3	2C3..00	O/E - lymphadenopathy	30746006	51456011	32
255529016	20000	2C3-2	2C3..12	O/E - enlarged lymph nodes	30746006	51456011	32
255532018	800000	2C32	2C32.00	Cervical lymphadenopathy	127086001	374013	27
255533011	9000	2C33	2C33.00	O/E-sub-mental lymphadenopathy	164148003	255533011	27
255534017	4000	2C34	2C34.00	On examination - supraclavicular lymphadenopathy	164149006	2666766019	27
255535016	30000	2C35	2C35.00	O/E -axillary lymphadenopathy	164150006	255535016	27
255536015	40000	2C36	2C36.00	O/E - inguinal lymphadenopathy	164151005	255536015	27
255537012	100	2C37	2C37.00	O/E -popliteal lymphadenopathy	164152003	255537012	27
255538019	8000	2C3Z	2C3Z.00	On examination - lymph nodes	274303007	2669921018	27
255540012	1000	2C41	2C41.00	O/E - lymph nodes firm	164155001	255540012	27
255541011	200	2C42	2C42.00	O/E - lymph nodes hard	164156000	255541011	27
255543014	2000	2C44	2C44.00	O/E - lymph nodes discrete	164158004	255543014	27
255544015	80	2C45	2C45.00	O/E - lymph nodes fluctuant	164159007	255544015	27
255545019	30000	2C46	2C46.00	O/E - lymph nodes tender	164160002	255545019	27
255546018	1000	2C4Z	2C4Z.00	O/E - lymph node character NOS	164154002	255539010	27
255547010	4000	2C5	2C5..00	O/E - splenomegaly	164162005	255547010	27
255548017	2000	2C5-1	2C5..11	O/E - spleen enlarged	164162005	255548017	27
255550013	500	2C52	2C52.00	O/E - spleen just palpable	164164006	255550013	27
255551012	300	2C53	2C53.00	O/E - moderate splenomegaly	164165007	255551012	27
255552017	200	2C54	2C54.00	O/E - gross splenomegaly	164166008	255552017	27
255553010	100	2C55	2C55.00	O/E - painful splenomegaly	164167004	255553010	27
255554016	300	2C5Z	2C5Z.00	O/E - splenomegaly NOS	164162005	255547010	27
255702011	9000	2DE2	2DE2.00	O/E - stridor present	164274003	255702011	27
255704012	10000	2DE4	2DE4.00	O/E - hoarseness	164276001	255704012	27
255705013	10000	2DE5	2DE5.00	O/E - dysphonia	164277005	255705013	27
255708010	100	2DE7	2DE7.00	O/E - throat haemorrhage	164279008	255708010	27
255717010	5000	2E1	2E1..00	O/E - fever - general	164285001	255717010	27
255719013	9000	2E12	2E12.00	O/E - fever examination - NAD	164287009	255719013	27
255720019	30000	2E13	2E13.00	O/E - pyrexia of unknown origin	164288004	2642235016	27
255721015	7000	2E13-1	2E13.11	O/E - pyrexia - ? cause	164288004	2642235016	27
255722010	1000	2E1Z	2E1Z.00	O/E - fever - general NOS	164285001	255717010	27
255734019	500000	2E3	2E3..00	O/E - level of fever	164299002	255734019	2
255739012	100000	2E34	2E34.00	O/E - temperature elevated	164303007	255739012	2
255741013	300	2E3Z	2E3Z.00	O/E - level of fever NOS	164299002	255734019	2
255742018	100	2E4	2E4..00	O/E - character of fever	164306004	255742018	27
255744017	200	2E41	2E41.00	O/E - fever - acute rise	164307008	255744017	27
255745016	10	2E42	2E42.00	O/E - fever - gradual rise	164308003	255745016	27
255746015	100	2E43	2E43.00	O/E - fever - continuous	164309006	255746015	27
255749010	50	2E44	2E44.00	O/E - fever - remittent	164311002	255749010	27
255750010	900	2E45	2E45.00	O/E - fever - intermittent	164312009	255750010	27
255756016	7000	2EZ	2EZ..00	O/E - fever NOS	271897009	406895013	27
255775014	20000	2F23	2F23.00	O/E - petechiae present	164331003	255775014	27
255776010	5000	2F24	2F24.00	O/E - ecchymoses present	164332005	255776010	27
255926019	4000	2G28	2G28.00	O/E - hands - finger clubbing	164457001	255926019	27
255927011	5000	2G28-1	2G28.11	O/E - finger clubbing	164457001	255927011	27
256013010	40000	2H3	2H3..00	O/E - joint swelling	164524001	256013010	27
256101015	8000	2HC3	2HC3.00	O/E-soft tissue swelling-local	164600000	256101015	27
256110011	600	2HD2	2HD2.00	O/E - skin red over lesion	164605005	256110011	27
256128013	1000000	2I11	2I11.00	O/E - a lump	164620004	256128013	27
256129017	30000	2I12	2I12.00	O/E - a swelling	164621000	256129017	27
256132019	70000	2I15	2I15.00	O/E - bruising	164624008	256132019	27
257166015	3	4223	4223.00	O/E: blood looks deep yellow	165387004	257166015	11
257523016	300000	42R41	42R4100	Ferritin level low	165626000	257523016	11
258298016	50000	43Z21	43Z2100	Prostate specific antigen abnormal	166160000	258298016	33
259756013	3000	4625	4625.00	Urine: red - blood	167235001	259756013	47
259804013	2000000	4673	4673.00	Urine protein test = trace	167274008	259804013	34
259805014	2000000	4674	4674.00	Urine protein test = +	167275009	259805014	34
259806010	900000	4675	4675.00	Urine protein test = ++	167276005	259806010	34
259807018	400000	4676	4676.00	Urine protein test = +++	167277001	259807018	34
259808011	100000	4677	4677.00	Urine protein test = ++++	167278006	259808011	34
259829019	300000	4694	4694.00	Urine: trace haemolysed blood	167299009	259829019	47
259831011	1000000	4695	4695.00	Urine blood test = +	167300001	259831011	47
259832016	1000000	4696	4696.00	Urine blood test = ++	167301002	259832016	47
259833014	1000000	4697	4697.00	Urine blood test = +++	167302009	259833014	47
260075016	10000	46N2	46N2.00	Urine protein abnormal	167451006	260075016	34
260085015	70	46O2	46O2.00	Urine protein electrophoresis abnormal	167458000	2666926012	34
260380015	20	4752	4752.00	Faeces quantity bulky	167623009	3006198019	47
260510011	40000	4794	4794.00	Occult blood in stools	59614000	99030019	47
260725013	500	4A	4A...00	Vomit examination	167820005	260725013	20
260726014	200	4A1	4A1..00	Vomit examination - general	167820005	260725013	20
260727017	600	4A1-1	4A1..11	Vomit - O/E, general	167820005	260725013	20
260728010	30	4A11	4A11.00	Vomit sent for examination	167822002	260728010	20
260729019	50	4A12	4A12.00	Vomit examination normal	167823007	260729019	20
260730012	10	4A13	4A13.00	Vomit examination abnormal	167824001	260730012	20
260731011	30	4A1Z	4A1Z.00	Vomit exam. general NOS	167820005	260725013	20
260732016	300	4A2	4A2..00	Vomit appearance	167826004	260732016	20
260733014	90	4A21	4A21.00	Vomit appearance - normal	167827008	260733014	20
260734015	100	4A22	4A22.00	Vomit appearance - abnormal	167828003	260734015	20
260748015	200	4A27	4A27.00	Vomit: mucous present	167833004	260748015	20
260759012	40	4A2Z	4A2Z.00	Vomit: appearance NOS	167826004	260732016	20
260760019	10	4A3	4A3..00	Vomit odour	167839000	260760019	20
260771018	30	4A4	4A4..00	Vomit pH	992361000000108	2554631000000119	20
260774014	200	4A42	4A42.00	Vomit: excessive acidity	167846009	260774014	20
260776011	10	4A4Z	4A4Z.00	Vomit pH NOS	167844007	260771018	20
260777019	100	4A5	4A5..00	Vomit occult blood	167849002	260777019	20
260778012	20	4A51	4A51.00	Vomit occult blood positive	167850002	260778012	20
260779016	20	4A52	4A52.00	Vomit occult blood negative	167851003	260779016	20
260780018	10	4A5Z	4A5Z.00	Vomit occult blood NOS	167849002	260777019	20
260781019	10	4A6	4A6..00	Vomit toxicology	167853000	260781019	20
260786012	30	4AZ	4AZ..00	Vomit examination NOS	167820005	260725013	20
260977010	500	4F	4F...00	Ascitic fluid examination	168007006	260977010	20
260980011	40	4F12	4F12.00	Ascitic fluid examination normal	168010004	2668638014	20
260981010	30	4F13	4F13.00	Ascitic fluid examination abnormal	168011000	2668639018	20
260983013	50	4F2	4F2..00	Ascitic fluid appearance	168013002	260983013	20
260985018	30	4F21	4F21.00	Ascitic fluid clear	168014008	260985018	20
260989012	20	4F2Z	4F2Z.00	Ascitic fluid appearance NOS	168013002	260983013	20
260990015	50	4F3	4F3..00	Ascitic fluid microscopy	168019003	260990015	20
260992011	100	4F32	4F32.00	Ascitic fluid: malignant cells	168021008	260992011	20
260997017	10	4F35	4F35.00	Ascitic fluid: organisms	168024000	260997017	20
261001016	8	4F4	4F4..00	Ascitic fluid chemistry	168026003	261001016	20
261005013	50	4FZ	4FZ..00	Ascitic fluid exam. NOS	168007006	260977010	20
261025012	3000	4G5	4G5..00	O/E - salivary calculus	168047004	261025012	20
261480011	10	4JL5	4JL5.00	Peritoneal fluid for organism	168369001	261480011	47
264536010	200000	663J	663J.00	Airways obstruction reversible	170627008	264536010	1
264537018	300000	663K	663K.00	Airways obstruction irreversible	170628003	1489743015	1
264583012	700	6643	6643.00	Gastrointestinal tract symptom change	170671007	2668688018	1
264635018	400000	6675	6675.00	Fit frequency	170707004	264635018	1
264636017	600000	6676	6676.00	Last fit	712814005	3285595019	1
264859013	10000	66K3	66K3.00	Urinary symptom change	170877009	264859013	1
266343015	2000	71130	7113000	Excision of lesion of thyroid gland	171988007	266343015	32
266345010	900	71131	7113100	Biopsy of lesion of thyroid gland	171989004	266345010	32
266346011	200	71132	7113200	Incision of lesion of thyroid gland	171990008	266346011	32
269067018	200	760Ly	760Ly00	Other specified antireflux operation	265357009	394125019	32
269068011	500	760Lz	760Lz00	Antireflux operation NOS	265357009	394125019	32
270035013	2000	77281	7728100	Manual removal of impacted faeces from rectum	174297001	270035013	32
272299019	100	7A6G5	7A6G500	Ligation of penile veins for impotence	175886001	272299019	32
273163011	500	7C040	7C04000	Excision of lesion of testis	176430002	273163011	32
273365014	600	7C25B	7C25B00	Penile injection to produce erection	176566004	273365014	32
273430013	300	7D031	7D03100	Laser destruction of lesion of vulva	176606005	273430013	32
273668018	2000	7E010	7E01000	Avulsion of lesion of cervix uteri	176766002	273668018	32
275541010	20000	7H2B2	7H2B200	Drainage of ascites	302455000	444137017	32
275556018	800	7H2C5	7H2C500	Biopsy of abdominal mass	178025000	275556018	32
275557010	900	7H2C6	7H2C600	Biopsy of pelvic mass	178026004	275557010	32
275872015	30000	7H530	7H53000	Plastic repair of rotator cuff of shoulder	178242000	275872015	32
283311015	20	8E42	8E42.00	Swallowing defect amelioration	183286003	283311015	32
284074019	100000	8HTH	8HTH.00	Referral to back pain clinic	183868005	284074019	40
286202010	40000	A082z	A082z00	Infectious diarrhoea NOS	19213003	32379017	32
286339014	20	A205	A205.00	Pneumonic plague	38976008	65377015	32
286978016	1000	A782	A782.00	Sweating fever	186694006	286978016	27
287618016	6	AB405	AB40500	Histoplasma capsulatum with pneumonia	38699009	64397019	32
287630010	3	AB415	AB41500	Histoplasma duboisii with pneumonia	187052004	287630010	32
287864011	20	AD04	AD04.00	Toxoplasma pneumonitis	187196002	287864011	32
288091014	2000	Ayu4K	Ayu4K00	[X]Chlamydial infection of genitourinary tract, unspecified	312099009	455763019	32
289175018	80	B412	B412.00	Malignant neoplasm, overlapping lesion of cervix uteri	188180002	289175018	32
293864013	10000	D001	D001.00	Iron deficiency anaemia due to dietary causes	191128004	293864013	32
293877016	1000	D00yz	D00yz00	Iron deficiency anemia	87522002	507616014	32
293880015	100000	D00z	D00z.00	Unspecified iron deficiency anaemia	87522002	507616014	32
293885013	800	D00z2	D00z200	Idiopathic hypochromic anaemia	191136008	293885013	32
293888010	300000	D00zz	D00zz00	Iron deficiency anaemia NOS	87522002	507616014	32
294334017	10000	D31	D31..00	Purpuric disorder	387778001	1481848019	32
294509018	20	D4151	D415100	Chronic congestive splenamegaly	191382009	294509018	32
294567019	10000	Dyu00	Dyu0000	[X]Other iron deficiency anaemias	87522002	507616014	32
294997017	400	A551	A551.00	Postmeasles pneumonia	191727003	294997017	32
295349016	900	E2611	E261100	Psychogenic cough	191954008	295349016	32
295364016	4000	E2630	E263000	Psychogenic pruritus	191966002	295364016	32
295374018	3000	E2642	E264200	Cyclical vomiting - psychogenic	191970005	295374018	32
295381013	4000	E2644	E264400	Psychogenic dyspepsia	191972002	295381013	32
295382018	1000	E2645	E264500	Psychogenic constipation	191973007	295382018	32
295384017	2000	E265	E265.00	Psychogenic genitourinary tract symptoms	191975000	295384017	32
295388019	400	E2653	E265300	Psychogenic dysuria	191978003	295388019	32
295389010	9	E265z	E265z00	Psychogenic genitourinary tract symptom NOS	191975000	295384017	32
295442014	2000	E2754	E275400	Psychogenic vomiting	37224001	62097010	32
295444010	1000	E2756	E275600	Non-organic loss of appetite	192017004	295444010	32
295460014	400	E2780	E278000	Psychogenic pain unspecified	30077003	50323019	32
295464017	300	E2782	E278200	Psychogenic backache	192029008	295464017	32
295525018	200000	E2A10	E2A1000	Mild memory disturbance	192071009	295525018	32
295526017	7000	E2A11	E2A1100	Organic memory impairment	192072002	295526017	32
297210016	4000	F22z	F22z.00	Hemiplegia NOS	50582007	84272011	32
297244011	10000	F2411	F241100	Spastic paraplegia	192967009	297244011	32
297335012	5000	F2611	F261100	Sick headache	193028008	297335012	32
297647014	10000	F397	F397.00	Proximal myopathy	193255007	297647014	32
298242012	50000	F48z	F48z.00	Visual disturbance NOS	63102001	104891017	32
298826014	2000	F4J52-1	F4J5211	Third nerve palsy - total	194119004	298826014	32
299070012	60000	F525	F525.00	Recurrent acute otitis media	194287004	299070012	32
299165019	10000	F561	F561.00	Other and unspecified peripheral vertigo	50438001	84026016	32
299167010	600000	F5611	F561100	Benign paroxysmal positional vertigo or nystagmus	194355000	299167010	32
300649013	100000	G80	G80..00	Phlebitis and thrombophlebitis	195394007	300649013	32
300659014	40000	G8005	G800500	Thrombophlebitis of a superficial leg vein NOS	40283005	63670011	32
300660016	10000	G800z	G800z00	Superficial phlebitis and thrombophlebitis of the leg NOS	40283005	63670011	32
300672010	2000	G8016	G801600	Thrombophlebitis of the femoral vein	195410000	300672010	32
300673017	700	G8017	G801700	Thrombophlebitis of the popliteal vein	195411001	300673017	32
300674011	200	G8018	G801800	Thrombophlebitis of the anterior tibial vein	195412008	300674011	32
300675012	30	G8019	G801900	Thrombophlebitis of the dorsalis pedis vein	770111009	3698589012	32
300676013	90	G801A	G801A00	Thrombophlebitis of the posterior tibial vein	195414009	300676013	32
300677016	6000	G801B	G801B00	Thrombophlebitis of deep veins of lower extremity	40198004	63532015	32
300681016	2000	G801z	G801z00	Deep vein phlebitis and thrombophlebitis of the leg NOS	266267005	395801015	32
300682011	7000	G802	G802.00	Phlebitis and thrombophlebitis of the leg NOS	266267005	395801015	32
300691010	100	G80y4	G80y400	Thrombophlebitis of the common iliac vein	195425000	300691010	32
300692015	9	G80y5	G80y500	Thrombophlebitis of the internal iliac vein	195426004	300692015	32
300695018	30	G80y6	G80y600	Thrombophlebitis of the external iliac vein	195427008	300695018	32
300696017	200	G80y7	G80y700	Thrombophlebitis of iliac vein	42861008	71531019	32
300697014	20	G80y8	G80y800	Phlebitis and thrombophlebitis of the iliac vein NOS	276494008	412645018	32
300698016	10000	G80yz	G80yz00	Other phlebitis and thrombophlebitis NOS	195394007	300649013	32
300699012	900	G80zz	G80zz00	Phlebitis and thrombophlebitis NOS	195394007	300649013	32
300701012	80000	G80z1	G80z100	Thrombophlebitis	64156001	106650018	32
300710016	300	G822	G822.00	Embolism and thrombosis of the vena cava	195437003	300710016	32
300711017	1000	G823	G823.00	Embolism and thrombosis of the renal vein	195438008	300711017	32
300712012	1000	G82y	G82y.00	Other embolism and thrombosis	429098002	2692478010	32
300713019	2000	G82zz	G82zz00	Embolism and thrombosis NOS	429098002	2692478010	32
300714013	900	G82z0	G82z000	Embolus of vein NOS	234049002	350676017	32
300752014	20000	G8480	G848000	Bleeding haemorrhoids	51551000	198339016	32
301047017	200000	H037	H037.00	Recurrent acute tonsillitis	195677001	301047017	32
301088017	70000	H054	H054.00	Recurrent upper respiratory tract infection	195708003	301088017	32
301095014	20000	H06	H06..00	Acute bronchitis and bronchiolitis	195712009	2820607014	32
301100011	600	H0600	H060000	Acute fibrinous bronchitis	195714005	301100011	32
301103013	30000	H0603	H060300	Acute purulent bronchitis	195717003	301103013	32
301105018	2000	H0606	H060600	Acute pneumococcal bronchitis	195719000	301105018	32
301106017	70	H0607	H060700	Acute streptococcal bronchitis	195720006	301106017	32
301108016	600	H0608	H060800	Acute haemophilus influenzae bronchitis	195721005	301108016	32
301109012	80	H0609	H060900	Acute Neisseria catarrhalis bronchitis	195722003	301109012	32
301116013	300	H060E	H060E00	Acute bronchitis due to rhinovirus	195728004	301116013	32
301119018	1000	H060v	H060v00	Subacute bronchitis	36426008	60783018	32
301120012	20000	H060w	H060w00	Acute viral bronchitis	233601004	350046011	32
301121011	2000	H060x	H060x00	Acute bacterial bronchitis	233598009	350042013	32
301122016	60000	H060z	H060z00	Acute bronchitis NOS	10509002	18268014	32
301128017	7000	H0615	H061500	Acute bronchiolitis due to respiratory syncytial virus	195739001	301128017	32
301129013	600	H0616	H061600	Acute bronchiolitis due to other specified organisms	233602006	350047019	32
301130015	30000	H061z	H061z00	Acute bronchiolitis NOS	5505005	10187013	32
301132011	2000	H06z	H06z.00	Acute bronchitis or bronchiolitis NOS	10509002	18268014	32
301210011	40000	H135	H135.00	Recurrent sinusitis	195788001	301210011	32
301357010	70000	H2	H2...00	Pneumonia and influenza	195878008	301357010	32
301362011	1000	H201	H201.00	Pneumonia due to respiratory syncytial virus	195881003	301362011	32
301363018	6000	H20y	H20y.00	Viral pneumonia NEC	75570004	125510013	32
301364012	4000	H20z	H20z.00	Viral pneumonia NOS	75570004	125510013	32
301368010	10000	H22	H22..00	Other bacterial pneumonia	53084003	88303013	32
301370018	400	H22y	H22y.00	Pneumonia due to other specified bacteria	53084003	88303013	32
301375011	10000	H22yz	H22yz00	Pneumonia due to bacteria NOS	53084003	88303013	32
301376012	30000	H22z	H22z.00	Bacterial pneumonia	53084003	88303013	32
301377015	3000	H23	H23..00	Pneumonia due to other specified organisms	312342009	456043010	32
301382010	2000	H23z	H23z.00	Pneumonia due to specified organism NOS	312342009	456043010	32
301391014	1	H2471	H247100	Pneumonia with coccidioidomycosis	195904005	301391014	32
301393012	10	H247z	H247z00	Pneumonia with systemic mycosis NOS	233613009	350060013	32
301394018	50	H24y	H24y.00	Pneumonia with other infectious diseases EC	312342009	456043010	32
301397013	20	H24y1	H24y100	Pneumonia with nocardiasis	195909000	301397013	32
301400016	1000	A521	A521.00	Varicella pneumonitis	195911009	301400016	32
301403019	50	H24yz	H24yz00	Pneumonia with other infectious diseases EC NOS	312342009	456043010	32
301404013	60	H24z	H24z.00	Pneumonia with infectious diseases EC NOS	312342009	456043010	32
301408011	400000	H26	H26..00	Infective pneumonia	312342009	456043010	32
301409015	200000	H260	H260.00	Lobar pneumonia	278516003	415454018	32
301413010	100	H2701	H270100	Influenza with pneumonia, influenza virus identified	195878008	301357010	32
301414016	200	H270z	H270z00	Influenza with pneumonia NOS	195878008	301357010	32
301430012	10000	H2y	H2y..00	Other specified pneumonia or influenza	195878008	301357010	32
301431011	100000	H2z	H2z..00	Pneumonia or influenza NOS	195878008	301357010	32
301524014	8000	H340	H340.00	Recurrent bronchiectasis	195984007	301524014	32
301532018	100	H35zz	H35zz00	Allergic alveolitis and pneumonitis NOS	37471005	178500017	32
301534017	3000	H35z1	H35z100	Hypersensitivity pneumonitis NOS	37471005	189221016	32
301565014	50	H460	H460.00	Bronchitis and pneumonitis due to chemical fumes	196019004	301565014	32
301579018	2000	H470	H470.00	Pneumonitis due to inhalation of food or vomitus	196032009	301579018	32
301580015	90	H4700	H470000	Pneumonitis due to inhalation of regurgitated food	196033004	301580015	32
301584012	20	H4703-1	H470311	Vomit inhalation pneumonitis	196035006	301584012	32
301585013	2000	H4703-2	H470312	Aspiration pneumonia due to vomit	196035006	301585013	32
301586014	100	H470z	H470z00	Pneumonitis due to inhalation of food or vomitus NOS	196032009	301579018	32
301598016	20	H471z	H471z00	Pneumonitis due to inhalation of oil or essence NOS	196037003	301587017	32
301601014	100	H47y	H47y.00	Pneumonitis due to inhalation of other solid or liquid	205237003	314740018	32
301602019	200	H47z	H47z.00	Pneumonitis due to inhalation of solid or liquid NOS	205237003	314740018	32
301662016	300	H51y	H51y.00	Other pleural effusion excluding mention of tuberculosis	60046008	99753013	32
301667010	5000	H51yz	H51yz00	Other pleural effusion	60046008	99753013	32
301668017	20000	H51zz	H51zz00	Pleural effusion NOS	60046008	99753013	32
301686019	500	H5303	H530300	Abscess of lung with pneumonia	196112005	301686019	32
301767015	6000	H5C	H5C..00	Choking due to airways obstruction	196168001	301767015	32
301809014	600	Hyu08	Hyu0800	[X]Other viral pneumonia	75570004	125510013	32
301811017	800	Hyu0A	Hyu0A00	[X]Other bacterial pneumonia	53084003	88303013	32
301812012	900	Hyu0B	Hyu0B00	[X]Pneumonia due to other specified infectious organisms	312342009	456043010	32
301814013	3	Hyu0D	Hyu0D00	[X]Pneumonia in viral diseases classified elsewhere	75570004	125510013	32
301818011	3000	Hyu0H	Hyu0H00	[X]Other pneumonia, organism unspecified	312342009	456043010	32
301819015	600	Hyu1	Hyu1.00	[X]Other acute lower respiratory infections	195742007	301131016	32
301820014	1000	Hyu10	Hyu1000	Acute infective bronchitis	312371005	456072011	32
301821013	100	Hyu11	Hyu1100	[X]Acute bronchiolitis due to other specified organisms	5505005	10187013	32
301841015	500	Hyu43	Hyu4300	[X]Hypersensitivity pneumonitis due to other organic dusts	205237003	314740018	32
301856012	200	Hyu70	Hyu7000	[X]Pleural effusion in conditions classified elsewhere	60046008	99753013	32
302274010	2000	J0832	J083200	Abscess of oral soft tissue	235026006	352225016	32
302369017	3	J1014	J101400	Gangrenous oesophagitis	196601009	302369017	32
302370016	200	J1015	J101500	Phlegmonous oesophagitis	196602002	302370016	32
302378011	3000	J101y	J101y00	Other specified oesophagitis	16761005	28383015	32
302381018	20000	J101z	J101z00	Oesophagitis NOS	16761005	28383015	32
302636011	10000	J162	J162.00	Persistent vomiting	196746003	302636011	32
302637019	100	J162-1	J162.11	Emesis - persistent	196746003	302637019	32
302638012	20000	J1620	J162000	Cyclical vomiting	18773000	31654014	32
302640019	1000	J162z	J162z00	Persistent vomiting NOS	196746003	302636011	32
303161017	300000	J520	J520.00	Constipation - functional	197118003	303161017	32
303162012	20000	J5200	J520000	Acute constipation	197119006	303162012	32
303163019	20000	J5202	J520200	Chronic constipation without overflow	197120000	303163019	32
303165014	3000	J520y	J520y00	Other specified constipation	14760008	25076018	27
303166010	100000	19CZ	19CZ.00	Constipation NOS	14760008	25076018	27
303172010	60000	J5210	J521000	Irritable bowel syndrome with diarrhoea	197125005	303172010	32
303317017	2000	J573z	J573z00	Haemorrhage of rectum and anus NOS	266464001	396382012	32
303626012	50000	J66y6	J66y600	Obstructive jaundice	59848001	99418019	32
303630010	200000	J670	J670.00	Acute pancreatitis	197456007	303630010	32
303632019	1000	J6700	J670000	Acute pancreatitis unspecified	197456007	303630010	32
303633012	4000	J6701	J670100	Acute recurrent pancreatitis	197458008	303633012	32
303660017	2000	J68z0	J68z000	Gastric haemorrhage	61401005	499003013	32
303663015	700	J68z1	J68z100	Intestinal haemorrhage NOS	74474003	123688018	32
303667019	4000	J68zz	J68zz00	Gastrointestinal tract haemorrhage NOS	74474003	123688018	32
303878012	1000	K0321	K032100	Recurrent benign haematuria syndrome	197627003	303878012	32
303986013	7000	K0A2	K0A2.00	Recurrent haematuria	281860005	419991013	32
304001012	3	K0A26	K0A2600	Recurrent haematuria co-occurrent and due to dense deposit disease	714813000	3300520015	32
304013019	20	K0A4	K0A4.00	Isolated proteinuria with specified morphological lesion	197716006	304013019	32
304060010	10	K1000	K100000	Chronic pyelonephritis without medullary necrosis	197760006	304060010	32
304061014	70	K1001	K100100	Chronic pyelonephritis with medullary necrosis	197761005	304061014	32
304062019	400	K1002	K100200	Chronic pyelitis	197762003	304062019	32
304067013	700	K100z	K100z00	Chronic pyelonephritis NOS	63302006	105227013	32
304068015	50	K1010	K101000	Acute pyelonephritis without medullary necrosis	197768004	304068015	32
304071011	7000	K101z	K101z00	Acute pyelonephritis NOS	36689008	61206018	32
304083013	200	K10y	K10y.00	Pyelonephritis and pyonephrosis unspecified	129128006	207841011	32
304084019	100000	K10y0	K10y000	Pyelonephritis	45816000	76408015	32
304085018	20000	K10y1	K10y100	Pyelitis	27174002	45445014	32
304087014	40	K10y3	K10y300	Pyelonephritis in diseases EC	197782004	304087014	32
304089012	20	K10y4	K10y400	Pyelitis in diseases EC	197783009	304089012	32
304090015	4000	K10yz	K10yz00	Unspecified pyelonephritis NOS	45816000	76408015	32
304177012	50000	K151	K151.00	Chronic interstitial cystitis	197834003	304177012	32
304182017	100	K1512	K151200	Submucous cystitis	197837005	304182017	32
304183010	3000	K151z	K151z00	Chronic interstitial cystitis NOS	197834003	304177012	32
304184016	2000	K152	K152.00	Other chronic cystitis	33655002	56180018	32
304186019	20000	K152y	K152y00	Chronic cystitis	33655002	56180018	32
